"","Fine_STE","Medium_STE","Coarse_STE","OTU_MetricCalc","Taxon","Taxon.Serial.Number","Mapped.Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"1047","Psephenidae","Psephenidae","Psephenidae","Psephenidae","Psephenidae",114069,"114069","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Psephenidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coleoptera","Coleoptera","Coleoptera","Psephenidae","Psephenidae","Psephenidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","Psephenidae","Psephenidae","Psephenidae","Psephenidae","Dicranopselaphus",114091,"114069","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Psephenidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coleoptera","Coleoptera","Coleoptera","Psephenidae","Psephenidae","Psephenidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","Psephenus","Psephenus","Psephenus","Psephenus","Psephenus",114070,"114070","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Psephenidae","Psepheninae","","","","","Psephenus","","","","",NA,NA,"Genus","Genus","Genus","Coleoptera","Coleoptera","Coleoptera","Psephenus","Psephenus","Psephenus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","Psephenus","Psephenus","Psephenus","Psephenus","Psephenus falli",114074,"114070","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Psephenidae","Psepheninae","","","","","Psephenus","","","","",NA,NA,"Genus","Genus","Genus","Coleoptera","Coleoptera","Coleoptera","Psephenus","Psephenus","Psephenus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","Pseudochironomus","Pseudochironomini","Chironomidae","Pseudochironomus","Pseudochironomus",129851,"129851","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Pseudochironomini","","","Pseudochironomus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironominae","Pseudochironomus","Chironomidae","Chironomidae","Pseudochironomus",NA,NA,"Pseudochironomus",NA,NA,NA,NA,NA,NA
"1052","Pseudodiamesa","Diamesini","Chironomidae","Pseudodiamesa","Pseudodiamesa",128416,"128416","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Diamesinae","","Diamesini","","","Pseudodiamesa","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Diamesinae","Pseudodiamesa","Chironomidae","Diamesini","Pseudodiamesa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","Pseudofeltria","Acari","Acari","Pseudofeltria","Pseudofeltria",83410,"83410","Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Pionidae","","","","","","Pseudofeltria","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Pionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","Pseudolimnophila","Pseudolimnophila","Pseudolimnophila","Pseudolimnophila","Pseudolimnophila",120365,"120365","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Hexatomini","","","Pseudolimnophila","","","","",NA,NA,"Genus","Genus","Genus","Pseudolimnophila","Pseudolimnophila","Pseudolimnophila","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","Pseudorthocladius","Orthocladiinae","Chironomidae","Pseudorthocladius","Pseudorthocladius",129052,"129052","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Pseudorthocladius","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Pseudorthocladius","Chironomidae","Orthocladiinae","Pseudorthocladius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","Pseudosmittia","Orthocladiinae","Chironomidae","Pseudosmittia","Pseudosmittia",129071,"129071","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Pseudosmittia","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Pseudosmittia","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","Pseudostenophylax","Pseudostenophylax","Pseudostenophylax","Pseudostenophylax","Pseudostenophylax",115989,"115989","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Pseudostenophylacinae","","","","","Pseudostenophylax","","","","",NA,NA,"Genus","Genus","Genus","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","Pseudostenophylax","Pseudostenophylax","Pseudostenophylax","Pseudostenophylax","Pseudostenophylax edwardsi",115993,"115989","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Pseudostenophylacinae","","","","","Pseudostenophylax","","","","",NA,NA,"Genus","Genus","Genus","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae","Limnephilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","Psilometriocnemus","Orthocladiinae","Chironomidae","Psilometriocnemus","Psilometriocnemus",129083,"129083","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Psilometriocnemus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Psilometriocnemus","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","Psilometriocnemus","Orthocladiinae","Chironomidae","Psilometriocnemus","Psilometriocnemus triannulatus",129084,"129083","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Psilometriocnemus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Psilometriocnemus","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodidae",125351,"125351","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Psychodomorpha","","Psychodidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodinae",125391,"125351","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Psychodomorpha","","Psychodidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","Psychodini","Psychodini","Psychodini","Psychodini","Psychodini",-263,"-263","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Psychodomorpha","","Psychodidae","Psychodinae","","Psychodini","","","","","","","",NA,NA,"Tribe","Tribe","Tribe","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","Psychodini","Psychodini","Psychodini","Psychodini","Psychoda",125468,"-263","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Psychodomorpha","","Psychodidae","Psychodinae","","Psychodini","","","","","","","",NA,NA,"Tribe","Tribe","Tribe","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodidae","Psychodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","Psychoglypha","Psychoglypha","Psychoglypha","Psychoglypha","Psychoglypha",115974,"115974","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Limnephilinae","","Chilostigmini","","","Psychoglypha","","","","",NA,NA,"Genus","Genus","Genus","Psychoglypha","Psychoglypha","Psychoglypha","Limnephilinae","Limnephilinae","Limnephilinae","Psychoglypha","Psychoglypha","Psychoglypha",NA,NA,NA,"Psychoglypha","Psychoglypha","Psychoglypha"
"1066","Psychoglypha bella","Psychoglypha","Psychoglypha","Psychoglypha bella","Psychoglypha bella",115977,"115977","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Limnephilinae","","Chilostigmini","","","Psychoglypha","","","bella","",NA,NA,"Genus","Genus","Species","Psychoglypha","Psychoglypha","Psychoglypha bella","Limnephilinae","Limnephilinae","Limnephilinae","Psychoglypha","Psychoglypha","Psychoglypha",NA,NA,NA,"Psychoglypha","Psychoglypha","Psychoglypha"
"1067","Psychoglypha subborealis","Psychoglypha","Psychoglypha","Psychoglypha subborealis","Psychoglypha subborealis",115981,"115981","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Limnephilinae","","Chilostigmini","","","Psychoglypha","","","subborealis","",NA,NA,"Genus","Genus","Species","Psychoglypha","Psychoglypha","Psychoglypha subborealis","Limnephilinae","Limnephilinae","Limnephilinae","Psychoglypha","Psychoglypha","Psychoglypha",NA,NA,NA,"Psychoglypha","Psychoglypha","Psychoglypha"
"1068","Psychomyia","Psychomyia","Psychomyia","Psychomyia","Psychomyia flavida",115341,"115335","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Psychomyiidae","Psychomyiinae","","","","","Psychomyia","","","","",NA,NA,"Genus","Genus","Genus","Psychomyia","Psychomyia","Psychomyia",NA,NA,NA,"Psychomyia","Psychomyia","Psychomyia",NA,NA,NA,"Psychomyia","Psychomyia","Psychomyia"
"1069","Psychomyia","Psychomyia","Psychomyia","Psychomyia","Psychomyia",115335,"115335","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Psychomyiidae","Psychomyiinae","","","","","Psychomyia","","","","",NA,NA,"Genus","Genus","Genus","Psychomyia","Psychomyia","Psychomyia",NA,NA,NA,"Psychomyia","Psychomyia","Psychomyia",NA,NA,NA,"Psychomyia","Psychomyia","Psychomyia"
"1070","Psychomyiidae","Psychomyiidae","Psychomyiidae","Psychomyiidae","Psychomyiidae",115334,"115334","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Psychomyiidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Trichoptera","Trichoptera","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","Pteronarcella","Pteronarcella","Pteronarcella","Pteronarcella","Pteronarcella",102485,"102485","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Pteronarcyidae","Pteronarcyinae","","Pteronarcellini","","","Pteronarcella","","","","",NA,NA,"Genus","Genus","Genus","Pteronarcella","Pteronarcella","Pteronarcella",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteronarcella","Pteronarcella","Pteronarcella"
"1072","Pteronarcella","Pteronarcella","Pteronarcella","Pteronarcella","Pteronarcella badia",102486,"102485","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Pteronarcyidae","Pteronarcyinae","","Pteronarcellini","","","Pteronarcella","","","","",NA,NA,"Genus","Genus","Genus","Pteronarcella","Pteronarcella","Pteronarcella",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteronarcella","Pteronarcella","Pteronarcella"
"1073","Pteronarcella","Pteronarcella","Pteronarcella","Pteronarcella","Pteronarcella regularis",102487,"102485","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Pteronarcyidae","Pteronarcyinae","","Pteronarcellini","","","Pteronarcella","","","","",NA,NA,"Genus","Genus","Genus","Pteronarcella","Pteronarcella","Pteronarcella",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteronarcella","Pteronarcella","Pteronarcella"
"1074","Pteronarcyidae","Pteronarcyidae","Pteronarcyidae","Pteronarcyidae","Pteronarcyidae",102470,"102470","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Pteronarcyidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Pteronarcyidae","Pteronarcyidae","Pteronarcyidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","Pteronarcys","Pteronarcys","Pteronarcys","Pteronarcys","Pteronarcys",102471,"102471","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Pteronarcyidae","Pteronarcyinae","","Pteronarcyini","","","Pteronarcys","","","","",NA,NA,"Genus","Genus","Genus","Pteronarcys","Pteronarcys","Pteronarcys",NA,NA,NA,NA,NA,NA,"Pteronarcys","Pteronarcys","Pteronarcys","Pteronarcys","Pteronarcys","Pteronarcys"
"1076","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica",102473,"102473","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Pteronarcyidae","Pteronarcyinae","","Pteronarcyini","","","Pteronarcys","","","californica","",NA,NA,"Species","Species","Species","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica",NA,NA,NA,"Pteronarcys californica","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica","Pteronarcys californica"
"1077","Pteronarcys dorsata","Pteronarcys dorsata","Pteronarcys dorsata","Pteronarcys dorsata","Pteronarcys dorsata",102478,"102478","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Pteronarcyidae","Pteronarcyinae","","Pteronarcyini","","","Pteronarcys","","","dorsata","",NA,NA,"Species","Species","Species","Pteronarcys dorsata","Pteronarcys dorsata","Pteronarcys dorsata",NA,NA,NA,NA,NA,NA,"Pteronarcys","Pteronarcys","Pteronarcys","Pteronarcys dorsata","Pteronarcys dorsata","Pteronarcys dorsata"
"1078","Pteronarcys princeps","Pteronarcys princeps","Pteronarcys princeps","Pteronarcys princeps","Pteronarcys princeps",102484,"102484","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Pteronarcyidae","Pteronarcyinae","","Pteronarcyini","","","Pteronarcys","","","princeps","",NA,NA,"Species","Species","Species","Pteronarcys princeps","Pteronarcys princeps","Pteronarcys princeps",NA,NA,NA,NA,NA,NA,"Pteronarcys","Pteronarcys","Pteronarcys","Pteronarcys princeps","Pteronarcys princeps","Pteronarcys princeps"
"1079","Ptilodactylidae","Ptilodactylidae","Ptilodactylidae","Ptilodactylidae","Ptilodactylidae",114265,"114265","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Ptilodactylidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coleoptera","Coleoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","Ptilostomis","Ptilostomis","Ptilostomis","Ptilostomis","Ptilostomis",115868,"115868","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Phryganeoidea","Phryganeidae","Phryganeinae","","","","","Ptilostomis","","","","",NA,NA,"Genus","Genus","Genus","Ptilostomis","Ptilostomis","Ptilostomis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","Ptychoptera","Ptychoptera","Ptychoptera","Ptychoptera","Ptychoptera",125786,"125786","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Ptychopteromorpha","","Ptychopteridae","Ptychopterinae","","","","","Ptychoptera","","","","",NA,NA,"Genus","Genus","Genus","Ptychoptera","Ptychoptera","Ptychoptera","Ptychoptera","Ptychoptera","Ptychoptera",NA,NA,NA,NA,NA,NA,"Ptychoptera","Ptychoptera","Ptychoptera"
"1082","Ptychopteridae","Ptychopteridae","Ptychopteridae","Ptychopteridae","Ptychopteridae",125763,"125763","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Ptychopteromorpha","","Ptychopteridae","","","","","","","","","","",NA,NA,"Family","Family","Family","Nematocera","Nematocera","Nematocera","Ptychopteridae","Ptychopteridae","Ptychopteridae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","Quistradrilus","Naididae","Oligochaeta","Quistradrilus","Quistadrilus multisetosus",974772,"","Annelida","","","Clitellata","Oligochaeta","","","Tubificida","","","","Naididae","Tubificinae","","","","","Quistradrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Naididae","Tubificinae","Oligochaeta","Oligochaeta","Oligochaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","Radix","Radix","Lymnaeidae","Radix","Radix auricularia",76526,"","Mollusca","","","Gastropoda","","","","Basommatophora","","","","Lymnaeidae","","","","","","Radix","","","","",NA,NA,"Family","Genus","Genus","Lymnaeidae","Lymnaeidae","Lymnaeidae","Lymnaeidae","Lymnaeidae","Lymnaeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","Ramellogammarus","Ramellogammarus","Ramellogammarus","Ramellogammarus","Ramellogammarus",93953,"93953","Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Anisogammaridae","","","","","","Ramellogammarus","","","","",NA,NA,"Genus","Genus","Genus","Ramellogammarus","Ramellogammarus","Ramellogammarus","Amphipoda","Amphipoda","Amphipoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix Fascigera Group",-32,"120968","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Eriopterini","","","Rhabdomastix","","","","",NA,NA,"Genus","Genus","Genus","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix"
"1087","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix (Rhabdomastix (Rhabdomastix))",-260,"120968","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Eriopterini","","","Rhabdomastix","","","","",NA,NA,"Genus","Genus","Genus","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix"
"1088","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix",120968,"120968","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Eriopterini","","","Rhabdomastix","","","","",NA,NA,"Genus","Genus","Genus","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix"
"1089","Rhabdomastix (Lurdia)","Rhabdomastix (Lurdia)","Rhabdomastix (Lurdia)","Rhabdomastix (Lurdia)","Rhabdomastix Setigera Group",-33,"","Arthropoda","Hexapoda","","Insecta","Pterygota","","","Diptera","Nematocera","","","Limoniidae","Chioneinae","","","","","Rhabdomastix","","Lurdia","","",NA,NA,"Subgenus","Subgenus","Subgenus","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix"
"1090","Rheocricotopus","Orthocladiinae","Chironomidae","Rheocricotopus","Rheocricotopus",129086,"129086","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Rheocricotopus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Rheocricotopus","Chironomidae","Orthocladiinae","Rheocricotopus",NA,NA,"Rheocricotopus",NA,NA,NA,NA,NA,NA
"1091","Rheocricotopus","Orthocladiinae","Chironomidae","Rheocricotopus","Rheocricotopus effusus",129093,"129086","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Rheocricotopus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Rheocricotopus","Chironomidae","Orthocladiinae","Rheocricotopus",NA,NA,"Rheocricotopus",NA,NA,NA,NA,NA,NA
"1092","Rheocricotopus","Orthocladiinae","Chironomidae","Rheocricotopus","Rheocricotopus eminellobus",129096,"129086","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Rheocricotopus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Rheocricotopus","Chironomidae","Orthocladiinae","Rheocricotopus",NA,NA,"Rheocricotopus",NA,NA,NA,NA,NA,NA
"1093","Rheosmittia","Orthocladiinae","Chironomidae","Rheosmittia","Rheosmittia",129107,"129107","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Rheosmittia","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","Rheotanytarsus","Tanytarsini","Chironomidae","Rheotanytarsus","Rheotanytarsus exiguus",129957,"129952","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Rheotanytarsus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanytarsini","Rheotanytarsus","Chironomidae","Tanytarsini","Rheotanytarsus",NA,NA,"Rheotanytarsus",NA,NA,NA,NA,NA,NA
"1095","Rheotanytarsus","Tanytarsini","Chironomidae","Rheotanytarsus","Rheotanytarsus",129952,"129952","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Rheotanytarsus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanytarsini","Rheotanytarsus","Chironomidae","Tanytarsini","Rheotanytarsus",NA,NA,"Rheotanytarsus",NA,NA,NA,NA,NA,NA
"1096","Rheotanytarsus","Tanytarsini","Chironomidae","Rheotanytarsus","Rheotanytarsus pellucidus",129959,"129952","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Rheotanytarsus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanytarsini","Rheotanytarsus","Chironomidae","Tanytarsini","Rheotanytarsus",NA,NA,"Rheotanytarsus",NA,NA,NA,NA,NA,NA
"1097","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena",100572,"100572","Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Setisura","","","Heptageniidae","","","","","","Rhithrogena","","","","",NA,NA,"Genus","Genus","Genus","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena"
"1098","Rhyacodrilus","Tubificidae","Oligochaeta","Rhyacodrilus","Rhyacodrilus falciformis",68840,"68839","Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Rhyacodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Tubificidae","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","Rhyacodrilus","Tubificidae","Oligochaeta","Rhyacodrilus","Rhyacodrilus",68839,"68839","Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Rhyacodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Tubificidae","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","Rhyacodrilus","Tubificidae","Oligochaeta","Rhyacodrilus","Rhyacodrilis",68767,"68839","Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Rhyacodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Tubificidae","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophilidae",115096,"115097","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","","",NA,NA,"Genus","Genus","Genus","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
